order_id,customer_id,order_date,status,country,segment,signup_date,order_item_id,product_id,quantity,category,price,payment_id,payment_method,payment_status,revenue,valid_order
4,486,2024-10-07,Delivered,Germany,Small Business,2023-02-11,666.0,62.0,3.0,Electronics,359.2,1321.0,PayPal,Success,1077.6,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,940.0,81.0,3.0,Electronics,203.78,1364.0,Card,Success,611.34,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,940.0,81.0,3.0,Electronics,203.78,1449.0,Bank Transfer,Success,611.34,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,3572.0,29.0,4.0,Clothing,205.22,1364.0,Card,Success,820.88,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,3572.0,29.0,4.0,Clothing,205.22,1449.0,Bank Transfer,Success,820.88,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4073.0,89.0,1.0,Home,478.85,1364.0,Card,Success,478.85,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4073.0,89.0,1.0,Home,478.85,1449.0,Bank Transfer,Success,478.85,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4240.0,75.0,1.0,Electronics,442.68,1364.0,Card,Success,442.68,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4240.0,75.0,1.0,Electronics,442.68,1449.0,Bank Transfer,Success,442.68,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4470.0,31.0,3.0,Home,402.97,1364.0,Card,Success,1208.91,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4470.0,31.0,3.0,Home,402.97,1449.0,Bank Transfer,Success,1208.91,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4672.0,31.0,3.0,Home,402.97,1364.0,Card,Success,1208.91,True
5,269,2024-06-02,Delivered,Spain,Consumer,2024-11-26,4672.0,31.0,3.0,Home,402.97,1449.0,Bank Transfer,Success,1208.91,True
6,120,2024-05-12,Cancelled,France,Corporate,2024-01-12,3556.0,52.0,3.0,Electronics,139.49,785.0,Bank Transfer,Success,418.47,False
6,120,2024-05-12,Cancelled,France,Corporate,2024-01-12,4314.0,82.0,2.0,Home,419.72,785.0,Bank Transfer,Success,839.44,False
7,381,2024-08-14,Delivered,Italy,Corporate,2024-04-21,485.0,1.0,1.0,Electronics,325.1,1446.0,PayPal,Success,325.1,True
7,381,2024-08-14,Delivered,Italy,Corporate,2024-04-21,752.0,14.0,4.0,Electronics,62.06,1446.0,PayPal,Success,248.24,True
7,381,2024-08-14,Delivered,Italy,Corporate,2024-04-21,1959.0,39.0,1.0,Home,233.66,1446.0,PayPal,Success,233.66,True
8,495,2024-07-07,Delivered,France,Small Business,2024-08-21,1105.0,63.0,3.0,Sports,296.61,447.0,Card,Success,889.83,True
8,495,2024-07-07,Delivered,France,Small Business,2024-08-21,2764.0,27.0,2.0,Sports,267.48,447.0,Card,Success,534.96,True
8,495,2024-07-07,Delivered,France,Small Business,2024-08-21,4276.0,45.0,3.0,Clothing,39.66,447.0,Card,Success,118.97999999999999,True
9,89,2024-09-21,Delivered,Italy,Corporate,2023-03-27,3851.0,87.0,4.0,Home,195.12,953.0,PayPal,Success,780.48,True
10,329,2024-05-13,Delivered,Italy,Consumer,2023-07-21,71.0,45.0,1.0,Clothing,39.66,1201.0,Card,Success,39.66,True
10,329,2024-05-13,Delivered,Italy,Consumer,2023-07-21,4320.0,65.0,2.0,Home,455.62,1201.0,Card,Success,911.24,True
11,68,2024-07-29,Delivered,France,Corporate,2024-01-21,167.0,30.0,4.0,Sports,288.35,1827.0,PayPal,Success,1153.4,True
11,68,2024-07-29,Delivered,France,Corporate,2024-01-21,2119.0,15.0,2.0,Home,213.77,1827.0,PayPal,Success,427.54,True
12,398,2024-02-29,Delivered,Germany,Corporate,2023-02-24,622.0,4.0,1.0,Sports,336.61,1703.0,PayPal,Success,336.61,True
12,398,2024-02-29,Delivered,Germany,Corporate,2023-02-24,1156.0,100.0,2.0,Electronics,498.19,1703.0,PayPal,Success,996.38,True
12,398,2024-02-29,Delivered,Germany,Corporate,2023-02-24,1608.0,70.0,3.0,Home,478.43,1703.0,PayPal,Success,1435.29,True
12,398,2024-02-29,Delivered,Germany,Corporate,2023-02-24,2656.0,66.0,1.0,Clothing,27.32,1703.0,PayPal,Success,27.32,True
12,398,2024-02-29,Delivered,Germany,Corporate,2023-02-24,3702.0,17.0,2.0,Sports,373.81,1703.0,PayPal,Success,747.62,True
13,357,2024-12-29,Delivered,Germany,Consumer,2024-10-27,88.0,32.0,1.0,Sports,271.51,781.0,PayPal,Success,271.51,True
13,357,2024-12-29,Delivered,Germany,Consumer,2024-10-27,256.0,64.0,4.0,Sports,142.25,781.0,PayPal,Success,569.0,True
13,357,2024-12-29,Delivered,Germany,Consumer,2024-10-27,1870.0,24.0,1.0,Clothing,282.54,781.0,PayPal,Success,282.54,True
13,357,2024-12-29,Delivered,Germany,Consumer,2024-10-27,2844.0,64.0,1.0,Sports,142.25,781.0,PayPal,Success,142.25,True
14,98,2024-12-29,Delivered,Unknown,Consumer,2024-01-29,134.0,34.0,4.0,Home,370.24,3.0,Bank Transfer,Success,1480.96,True
15,267,2024-07-31,Delivered,Italy,Corporate,2023-08-16,3570.0,90.0,3.0,Electronics,413.97,1983.0,Card,Success,1241.91,True
16,105,2024-08-03,Delivered,Germany,Corporate,2023-04-21,2413.0,96.0,1.0,Clothing,264.89,1877.0,Bank Transfer,Success,264.89,True
16,105,2024-08-03,Delivered,Germany,Corporate,2023-04-21,2564.0,27.0,1.0,Sports,267.48,1877.0,Bank Transfer,Success,267.48,True
16,105,2024-08-03,Delivered,Germany,Corporate,2023-04-21,2618.0,66.0,2.0,Clothing,27.32,1877.0,Bank Transfer,Success,54.64,True
16,105,2024-08-03,Delivered,Germany,Corporate,2023-04-21,3439.0,89.0,2.0,Home,478.85,1877.0,Bank Transfer,Success,957.7,True
16,105,2024-08-03,Delivered,Germany,Corporate,2023-04-21,3530.0,50.0,1.0,Electronics,242.49,1877.0,Bank Transfer,Success,242.49,True
16,105,2024-08-03,Delivered,Germany,Corporate,2023-04-21,4797.0,12.0,2.0,Sports,366.86,1877.0,Bank Transfer,Success,733.72,True
17,440,2024-08-13,Cancelled,Spain,Small Business,2024-01-16,448.0,83.0,2.0,Sports,119.13,880.0,Bank Transfer,Success,238.26,False
17,440,2024-08-13,Cancelled,Spain,Small Business,2024-01-16,4051.0,71.0,3.0,Electronics,400.0,880.0,Bank Transfer,Success,1200.0,False
17,440,2024-08-13,Cancelled,Spain,Small Business,2024-01-16,4654.0,59.0,2.0,Home,236.32,880.0,Bank Transfer,Success,472.64,False
18,323,2024-05-10,Delivered,Italy,Consumer,2024-07-20,916.0,88.0,1.0,Sports,23.18,1866.0,Bank Transfer,Success,23.18,True
18,323,2024-05-10,Delivered,Italy,Consumer,2024-07-20,4531.0,62.0,3.0,Electronics,359.2,1866.0,Bank Transfer,Success,1077.6,True
19,123,2024-03-16,Delivered,Germany,Corporate,2024-10-23,817.0,82.0,2.0,Home,419.72,1358.0,Card,Success,839.44,True
19,123,2024-03-16,Delivered,Germany,Corporate,2024-10-23,1248.0,72.0,1.0,Sports,133.2,1358.0,Card,Success,133.2,True
19,123,2024-03-16,Delivered,Germany,Corporate,2024-10-23,1302.0,69.0,2.0,Sports,66.6,1358.0,Card,Success,133.2,True
20,476,2024-10-12,Delivered,Unknown,Corporate,2024-05-08,,,,,,157.0,PayPal,Success,,True
21,29,2024-10-03,Delivered,Italy,Corporate,2024-04-10,2832.0,12.0,1.0,Sports,366.86,404.0,Bank Transfer,Success,366.86,True
21,29,2024-10-03,Delivered,Italy,Corporate,2024-04-10,3203.0,40.0,2.0,Electronics,495.22,404.0,Bank Transfer,Success,990.44,True
21,29,2024-10-03,Delivered,Italy,Corporate,2024-04-10,4305.0,88.0,1.0,Sports,23.18,404.0,Bank Transfer,Success,23.18,True
21,29,2024-10-03,Delivered,Italy,Corporate,2024-04-10,4936.0,40.0,2.0,Electronics,495.22,404.0,Bank Transfer,Success,990.44,True
22,137,2024-06-04,Delivered,France,Small Business,2023-02-09,,,,,,1462.0,Card,Success,,True
23,195,2024-09-04,Delivered,Spain,Consumer,2023-08-24,507.0,6.0,3.0,Clothing,296.19,1320.0,PayPal,Success,888.5699999999999,True
23,195,2024-09-04,Delivered,Spain,Consumer,2023-08-24,3287.0,50.0,4.0,Electronics,242.49,1320.0,PayPal,Success,969.96,True
23,195,2024-09-04,Delivered,Spain,Consumer,2023-08-24,3853.0,36.0,2.0,Home,216.27,1320.0,PayPal,Success,432.54,True
23,195,2024-09-04,Delivered,Spain,Consumer,2023-08-24,4268.0,77.0,1.0,Electronics,452.34,1320.0,PayPal,Success,452.34,True
24,409,2024-08-05,Delivered,Italy,Consumer,2023-01-08,837.0,97.0,1.0,Sports,133.82,1467.0,Card,Success,133.82,True
24,409,2024-08-05,Delivered,Italy,Consumer,2023-01-08,1617.0,52.0,1.0,Electronics,139.49,1467.0,Card,Success,139.49,True
24,409,2024-08-05,Delivered,Italy,Consumer,2023-01-08,4730.0,94.0,2.0,Clothing,261.54,1467.0,Card,Success,523.08,True
25,226,2024-07-08,Cancelled,Germany,Corporate,2024-09-28,945.0,61.0,3.0,Clothing,427.15,1870.0,PayPal,Success,1281.4499999999998,False
25,226,2024-07-08,Cancelled,Germany,Corporate,2024-09-28,2504.0,98.0,2.0,Electronics,260.05,1870.0,PayPal,Success,520.1,False
25,226,2024-07-08,Cancelled,Germany,Corporate,2024-09-28,2572.0,15.0,1.0,Home,213.77,1870.0,PayPal,Success,213.77,False
26,332,2024-06-11,Delivered,France,Consumer,2023-04-27,1160.0,79.0,1.0,Electronics,372.96,790.0,Card,Success,372.96,True
26,332,2024-06-11,Delivered,France,Consumer,2023-04-27,1808.0,79.0,2.0,Electronics,372.96,790.0,Card,Success,745.92,True
26,332,2024-06-11,Delivered,France,Consumer,2023-04-27,2166.0,14.0,1.0,Electronics,62.06,790.0,Card,Success,62.06,True
27,170,2024-06-28,Delivered,Germany,Consumer,2023-11-16,1689.0,34.0,1.0,Home,370.24,268.0,Card,Success,370.24,True
27,170,2024-06-28,Delivered,Germany,Consumer,2023-11-16,1973.0,79.0,4.0,Electronics,372.96,268.0,Card,Success,1491.84,True
27,170,2024-06-28,Delivered,Germany,Consumer,2023-11-16,2745.0,84.0,3.0,Clothing,416.17,268.0,Card,Success,1248.51,True
27,170,2024-06-28,Delivered,Germany,Consumer,2023-11-16,3696.0,63.0,1.0,Sports,296.61,268.0,Card,Success,296.61,True
28,9,2024-02-03,Cancelled,Spain,Corporate,2023-02-12,3340.0,100.0,3.0,Electronics,498.19,1010.0,PayPal,Success,1494.57,False
28,9,2024-02-03,Cancelled,Spain,Corporate,2023-02-12,3475.0,5.0,3.0,Home,26.86,1010.0,PayPal,Success,80.58,False
29,463,2024-02-10,Returned,Germany,Consumer,2023-02-28,3175.0,31.0,4.0,Home,402.97,284.0,PayPal,Success,1611.88,False
30,40,2024-11-02,Cancelled,Spain,Small Business,2024-06-29,212.0,90.0,2.0,Electronics,413.97,955.0,Card,Success,827.94,False
30,40,2024-11-02,Cancelled,Spain,Small Business,2024-06-29,2614.0,28.0,3.0,Electronics,223.31,955.0,Card,Success,669.9300000000001,False
30,40,2024-11-02,Cancelled,Spain,Small Business,2024-06-29,4325.0,38.0,3.0,Clothing,211.67,955.0,Card,Success,635.01,False
30,40,2024-11-02,Cancelled,Spain,Small Business,2024-06-29,4795.0,20.0,2.0,Clothing,263.61,955.0,Card,Success,527.22,False
31,25,2024-12-03,Delivered,Italy,Consumer,2024-09-25,925.0,48.0,2.0,Electronics,48.83,970.0,Bank Transfer,Success,97.66,True
31,25,2024-12-03,Delivered,Italy,Consumer,2024-09-25,4107.0,66.0,1.0,Clothing,27.32,970.0,Bank Transfer,Success,27.32,True
31,25,2024-12-03,Delivered,Italy,Consumer,2024-09-25,4392.0,80.0,3.0,Home,37.17,970.0,Bank Transfer,Success,111.51,True
31,25,2024-12-03,Delivered,Italy,Consumer,2024-09-25,4513.0,78.0,3.0,Clothing,494.65,970.0,Bank Transfer,Success,1483.9499999999998,True
31,25,2024-12-03,Delivered,Italy,Consumer,2024-09-25,4710.0,54.0,4.0,Home,50.39,970.0,Bank Transfer,Success,201.56,True
32,261,2024-11-09,Delivered,France,Consumer,2024-08-20,3082.0,40.0,2.0,Electronics,495.22,126.0,PayPal,Success,990.44,True
32,261,2024-11-09,Delivered,France,Consumer,2024-08-20,3779.0,82.0,3.0,Home,419.72,126.0,PayPal,Success,1259.16,True
32,261,2024-11-09,Delivered,France,Consumer,2024-08-20,4486.0,90.0,3.0,Electronics,413.97,126.0,PayPal,Success,1241.91,True
32,261,2024-11-09,Delivered,France,Consumer,2024-08-20,4836.0,86.0,2.0,Sports,28.24,126.0,PayPal,Success,56.48,True
33,395,2024-03-15,Delivered,Spain,Consumer,2024-11-08,56.0,17.0,1.0,Sports,373.81,1301.0,Card,Success,373.81,True
34,443,2024-10-05,Delivered,France,Corporate,2024-11-30,2188.0,90.0,3.0,Electronics,413.97,660.0,Card,Success,1241.91,True
34,443,2024-10-05,Delivered,France,Corporate,2024-11-30,3129.0,34.0,2.0,Home,370.24,660.0,Card,Success,740.48,True
35,226,2024-06-24,Delivered,Germany,Corporate,2024-09-28,2809.0,51.0,2.0,Electronics,292.47,1300.0,Bank Transfer,Success,584.94,True
35,226,2024-06-24,Delivered,Germany,Corporate,2024-09-28,3156.0,51.0,3.0,Electronics,292.47,1300.0,Bank Transfer,Success,877.4100000000001,True
36,472,2024-05-29,Delivered,Italy,Corporate,2023-12-25,2421.0,77.0,4.0,Electronics,452.34,1677.0,Bank Transfer,Success,1809.36,True
36,472,2024-05-29,Delivered,Italy,Corporate,2023-12-25,3884.0,88.0,3.0,Sports,23.18,1677.0,Bank Transfer,Success,69.53999999999999,True
37,124,2024-09-29,Cancelled,Spain,Consumer,2023-10-04,1435.0,90.0,2.0,Electronics,413.97,615.0,PayPal,Success,827.94,False
37,124,2024-09-29,Cancelled,Spain,Consumer,2023-10-04,4747.0,61.0,2.0,Clothing,427.15,615.0,PayPal,Success,854.3,False
38,463,2024-11-20,Delivered,Germany,Consumer,2023-02-28,382.0,3.0,1.0,Electronics,30.54,129.0,Bank Transfer,Success,30.54,True
38,463,2024-11-20,Delivered,Germany,Consumer,2023-02-28,3201.0,69.0,3.0,Sports,66.6,129.0,Bank Transfer,Success,199.79999999999998,True
38,463,2024-11-20,Delivered,Germany,Consumer,2023-02-28,4439.0,30.0,2.0,Sports,288.35,129.0,Bank Transfer,Success,576.7,True
38,463,2024-11-20,Delivered,Germany,Consumer,2023-02-28,4563.0,25.0,4.0,Clothing,243.13,129.0,Bank Transfer,Success,972.52,True
39,38,2024-04-17,Cancelled,France,Consumer,2023-12-12,4463.0,70.0,4.0,Home,478.43,1828.0,Card,Success,1913.72,False
39,38,2024-04-17,Cancelled,France,Consumer,2023-12-12,4637.0,82.0,3.0,Home,419.72,1828.0,Card,Success,1259.16,False
39,38,2024-04-17,Cancelled,France,Consumer,2023-12-12,4768.0,40.0,2.0,Electronics,495.22,1828.0,Card,Success,990.44,False
40,328,2024-05-18,Delivered,Spain,Corporate,2023-05-17,1467.0,69.0,1.0,Sports,66.6,777.0,Bank Transfer,Success,66.6,True
40,328,2024-05-18,Delivered,Spain,Corporate,2023-05-17,2080.0,21.0,2.0,Home,324.05,777.0,Bank Transfer,Success,648.1,True
40,328,2024-05-18,Delivered,Spain,Corporate,2023-05-17,3588.0,64.0,3.0,Sports,142.25,777.0,Bank Transfer,Success,426.75,True
41,251,2024-12-15,Delivered,Germany,Consumer,2023-08-19,86.0,89.0,3.0,Home,478.85,536.0,PayPal,Failed,1436.5500000000002,False
41,251,2024-12-15,Delivered,Germany,Consumer,2023-08-19,560.0,8.0,3.0,Electronics,280.12,536.0,PayPal,Failed,840.36,False
41,251,2024-12-15,Delivered,Germany,Consumer,2023-08-19,983.0,33.0,1.0,Home,332.52,536.0,PayPal,Failed,332.52,False
42,389,2024-09-27,Delivered,France,Corporate,2023-06-24,3174.0,100.0,3.0,Electronics,498.19,1403.0,Card,Success,1494.57,True
42,389,2024-09-27,Delivered,France,Corporate,2023-06-24,4759.0,54.0,1.0,Home,50.39,1403.0,Card,Success,50.39,True
43,176,2024-12-12,Delivered,Germany,Corporate,2024-11-20,24.0,91.0,1.0,Electronics,401.38,1567.0,PayPal,Success,401.38,True
43,176,2024-12-12,Delivered,Germany,Corporate,2024-11-20,3780.0,28.0,2.0,Electronics,223.31,1567.0,PayPal,Success,446.62,True
44,90,2024-10-15,Delivered,Germany,Small Business,2024-04-18,917.0,56.0,4.0,Clothing,263.65,1795.0,Card,Success,1054.6,True
44,90,2024-10-15,Delivered,Germany,Small Business,2024-04-18,1856.0,57.0,4.0,Electronics,367.47,1795.0,Card,Success,1469.88,True
44,90,2024-10-15,Delivered,Germany,Small Business,2024-04-18,2825.0,59.0,2.0,Home,236.32,1795.0,Card,Success,472.64,True
45,402,2024-07-30,Delivered,Italy,Consumer,2024-01-15,,,,,,806.0,Card,Success,,True
46,454,2024-09-28,Returned,Germany,Small Business,2023-08-14,415.0,73.0,3.0,Home,296.33,613.0,PayPal,Success,888.99,False
46,454,2024-09-28,Returned,Germany,Small Business,2023-08-14,2866.0,47.0,2.0,Electronics,31.08,613.0,PayPal,Success,62.16,False
46,454,2024-09-28,Returned,Germany,Small Business,2023-08-14,3025.0,46.0,3.0,Electronics,9.7,613.0,PayPal,Success,29.099999999999998,False
46,454,2024-09-28,Returned,Germany,Small Business,2023-08-14,3749.0,49.0,3.0,Sports,23.61,613.0,PayPal,Success,70.83,False
46,454,2024-09-28,Returned,Germany,Small Business,2023-08-14,4578.0,96.0,2.0,Clothing,264.89,613.0,PayPal,Success,529.78,False
47,37,2024-03-06,Delivered,Italy,Consumer,2024-06-07,498.0,50.0,3.0,Electronics,242.49,264.0,Bank Transfer,Success,727.47,True
47,37,2024-03-06,Delivered,Italy,Consumer,2024-06-07,4335.0,18.0,2.0,Home,32.17,264.0,Bank Transfer,Success,64.34,True
48,316,2024-09-04,Delivered,Italy,Small Business,2024-09-04,,,,,,991.0,PayPal,Success,,True
49,176,2024-06-04,Delivered,Germany,Corporate,2024-11-20,72.0,52.0,3.0,Electronics,139.49,1529.0,Bank Transfer,Success,418.47,True
49,176,2024-06-04,Delivered,Germany,Corporate,2024-11-20,2521.0,2.0,4.0,Home,348.12,1529.0,Bank Transfer,Success,1392.48,True
49,176,2024-06-04,Delivered,Germany,Corporate,2024-11-20,3501.0,34.0,3.0,Home,370.24,1529.0,Bank Transfer,Success,1110.72,True
50,461,2024-02-16,Delivered,Germany,Corporate,2023-06-07,2954.0,29.0,2.0,Clothing,205.22,849.0,Card,Success,410.44,True
50,461,2024-02-16,Delivered,Germany,Corporate,2023-06-07,4476.0,80.0,1.0,Home,37.17,849.0,Card,Success,37.17,True
51,284,2024-07-19,Delivered,Spain,Consumer,2023-03-10,,,,,,353.0,Bank Transfer,Success,,True
52,453,2024-05-27,Delivered,Germany,Corporate,2023-09-13,522.0,22.0,3.0,Home,326.83,863.0,Card,Success,980.49,True
52,453,2024-05-27,Delivered,Germany,Corporate,2023-09-13,1693.0,98.0,1.0,Electronics,260.05,863.0,Card,Success,260.05,True
52,453,2024-05-27,Delivered,Germany,Corporate,2023-09-13,1925.0,71.0,4.0,Electronics,400.0,863.0,Card,Success,1600.0,True
52,453,2024-05-27,Delivered,Germany,Corporate,2023-09-13,3338.0,64.0,2.0,Sports,142.25,863.0,Card,Success,284.5,True
53,461,2024-05-03,Delivered,Germany,Corporate,2023-06-07,4248.0,44.0,3.0,Clothing,466.63,747.0,Card,Success,1399.8899999999999,True
54,81,2024-01-01,Delivered,Spain,Consumer,2023-01-15,1307.0,96.0,3.0,Clothing,264.89,741.0,Bank Transfer,Success,794.67,True
55,114,2024-09-03,Delivered,Germany,Small Business,2024-06-01,573.0,14.0,4.0,Electronics,62.06,56.0,Card,Success,248.24,True
55,114,2024-09-03,Delivered,Germany,Small Business,2024-06-01,1088.0,62.0,4.0,Electronics,359.2,56.0,Card,Success,1436.8,True
55,114,2024-09-03,Delivered,Germany,Small Business,2024-06-01,1815.0,53.0,3.0,Electronics,202.15,56.0,Card,Success,606.45,True
55,114,2024-09-03,Delivered,Germany,Small Business,2024-06-01,4732.0,75.0,2.0,Electronics,442.68,56.0,Card,Success,885.36,True
56,40,2024-12-08,Delivered,Spain,Small Business,2024-06-29,391.0,40.0,3.0,Electronics,495.22,1372.0,Card,Success,1485.66,True
57,301,2024-05-07,Delivered,France,Corporate,2024-11-13,2158.0,54.0,2.0,Home,50.39,1494.0,Card,Success,100.78,True
57,301,2024-05-07,Delivered,France,Corporate,2024-11-13,2489.0,9.0,3.0,Home,239.24,1494.0,Card,Success,717.72,True
58,224,2024-07-09,Delivered,Italy,Consumer,2024-06-09,,,,,,1821.0,Card,Success,,True
59,318,2024-03-07,Delivered,France,Small Business,2023-12-12,1373.0,2.0,2.0,Home,348.12,954.0,PayPal,Success,696.24,True
59,318,2024-03-07,Delivered,France,Small Business,2023-12-12,3153.0,28.0,4.0,Electronics,223.31,954.0,PayPal,Success,893.24,True
59,318,2024-03-07,Delivered,France,Small Business,2023-12-12,3973.0,56.0,1.0,Clothing,263.65,954.0,PayPal,Success,263.65,True
59,318,2024-03-07,Delivered,France,Small Business,2023-12-12,4011.0,95.0,2.0,Sports,300.65,954.0,PayPal,Success,601.3,True
59,318,2024-03-07,Delivered,France,Small Business,2023-12-12,4521.0,72.0,2.0,Sports,133.2,954.0,PayPal,Success,266.4,True
60,349,2024-01-04,Delivered,Italy,Small Business,2023-01-25,1754.0,47.0,1.0,Electronics,31.08,686.0,Bank Transfer,Success,31.08,True
61,115,2024-10-29,Delivered,Spain,Consumer,2024-11-22,60.0,63.0,4.0,Sports,296.61,981.0,Bank Transfer,Success,1186.44,True
61,115,2024-10-29,Delivered,Spain,Consumer,2024-11-22,1145.0,30.0,4.0,Sports,288.35,981.0,Bank Transfer,Success,1153.4,True
62,186,2024-10-20,Cancelled,France,Corporate,2023-11-15,1163.0,45.0,3.0,Clothing,39.66,608.0,PayPal,Success,118.97999999999999,False
62,186,2024-10-20,Cancelled,France,Corporate,2023-11-15,2772.0,67.0,3.0,Clothing,59.19,608.0,PayPal,Success,177.57,False
62,186,2024-10-20,Cancelled,France,Corporate,2023-11-15,3400.0,63.0,1.0,Sports,296.61,608.0,PayPal,Success,296.61,False
62,186,2024-10-20,Cancelled,France,Corporate,2023-11-15,4193.0,97.0,4.0,Sports,133.82,608.0,PayPal,Success,535.28,False
63,323,2024-05-22,Delivered,Italy,Consumer,2024-07-20,2964.0,98.0,4.0,Electronics,260.05,782.0,Bank Transfer,Success,1040.2,True
63,323,2024-05-22,Delivered,Italy,Consumer,2024-07-20,3062.0,1.0,1.0,Electronics,325.1,782.0,Bank Transfer,Success,325.1,True
63,323,2024-05-22,Delivered,Italy,Consumer,2024-07-20,4781.0,55.0,3.0,Sports,171.5,782.0,Bank Transfer,Success,514.5,True
64,56,2024-07-09,Returned,Italy,Corporate,2023-01-08,2789.0,75.0,4.0,Electronics,442.68,411.0,Card,Success,1770.72,False
65,40,2024-01-21,Returned,Spain,Small Business,2024-06-29,3377.0,23.0,4.0,Sports,185.53,88.0,Card,Success,742.12,False
66,354,2024-08-14,Delivered,Italy,Corporate,2023-10-12,1249.0,51.0,3.0,Electronics,292.47,1099.0,Bank Transfer,Success,877.4100000000001,True
66,354,2024-08-14,Delivered,Italy,Corporate,2023-10-12,2792.0,38.0,2.0,Clothing,211.67,1099.0,Bank Transfer,Success,423.34,True
66,354,2024-08-14,Delivered,Italy,Corporate,2023-10-12,3535.0,7.0,3.0,Electronics,499.68,1099.0,Bank Transfer,Success,1499.04,True
67,40,2024-11-08,Delivered,Spain,Small Business,2024-06-29,596.0,1.0,4.0,Electronics,325.1,1844.0,Bank Transfer,Success,1300.4,True
67,40,2024-11-08,Delivered,Spain,Small Business,2024-06-29,2434.0,75.0,1.0,Electronics,442.68,1844.0,Bank Transfer,Success,442.68,True
67,40,2024-11-08,Delivered,Spain,Small Business,2024-06-29,2527.0,13.0,4.0,Sports,100.34,1844.0,Bank Transfer,Success,401.36,True
68,347,2024-04-26,Delivered,Spain,Consumer,2023-07-01,3537.0,45.0,3.0,Clothing,39.66,852.0,Bank Transfer,Success,118.97999999999999,True
69,461,2024-10-28,Delivered,Germany,Corporate,2023-06-07,1646.0,92.0,2.0,Home,316.74,928.0,PayPal,Success,633.48,True
69,461,2024-10-28,Delivered,Germany,Corporate,2023-06-07,3663.0,99.0,1.0,Clothing,248.14,928.0,PayPal,Success,248.14,True
70,237,2024-05-21,Delivered,Unknown,Small Business,2023-02-08,357.0,67.0,4.0,Clothing,59.19,1562.0,Bank Transfer,Success,236.76,True
70,237,2024-05-21,Delivered,Unknown,Small Business,2023-02-08,904.0,90.0,3.0,Electronics,413.97,1562.0,Bank Transfer,Success,1241.91,True
71,289,2024-02-08,Delivered,France,Consumer,2023-05-14,2525.0,51.0,3.0,Electronics,292.47,969.0,Bank Transfer,Success,877.4100000000001,True
